,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
4967,Painful,Tennis 2003,/games/tennis-2003-142818/cell-570221,Wireless,2.5,Sports,N,2003,7,14
4968,Good,DuraTrax Mobile RC,/games/duratrax-mobile-rc/cell-570218,Wireless,7.0,Sports,N,2003,7,14
4969,Great,Tony Hawk's Pro Skater 4,/games/tony-hawks-pro-skater-4/cell-573629,Wireless,8.5,"Sports, Action",Y,2003,8,26
4970,Okay,Lionheart: Legacy of the Crusader,/games/lionheart/pc-482194,PC,6.8,RPG,N,2003,8,26
4971,Great,Otogi: Myth of Demons,/games/otogi-myth-of-demons-139559/xbox-482468,Xbox,8.3,Action,Y,2003,8,22
4972,Amazing,F-Zero GX,/games/f-zero-ax/gcn-480123,GameCube,9.3,Racing,Y,2003,8,22
4973,Great,Tron 2.0,/games/tron-20/pc-479339,PC,8.0,Action,N,2003,8,22
4974,Amazing,Virtua Fighter 4: Evolution,/games/virtua-fighter-4/ps2-497456,PlayStation 2,9.5,Fighting,Y,2003,8,8
4975,Great,Tom Clancy's Ghost Recon: Island Thunder,/games/tom-clancys-ghost-recon-island-thunder/xbox-499738,Xbox,8.4,Shooter,N,2003,8,8
4976,Okay,Europa Universalis: Crown of the North,/games/europa-universalis-crown-of-the-north/pc-571011,PC,6.5,Strategy,N,2003,8,7
4977,Okay,Nexagon: Deathmatch,/games/nexagon-deathmatch/pc-15995,PC,6.9,Strategy,N,2003,8,6
4978,Okay,Syberia,/games/syberia/xbox-570698,Xbox,6.1,Adventure,N,2003,8,6
4979,Amazing,Ape Escape 2,/games/ape-escape-2/ps2-17457,PlayStation 2,9.0,Platformer,Y,2003,7,1
4980,Amazing,Warcraft III: The Frozen Throne,/games/warcraft-iii-the-frozen-throne/pc-498552,PC,9.0,Strategy,Y,2003,7,1
4981,Good,Naval Ops: Warship Gunner,/games/naval-ops-warship-gunner/ps2-498455,PlayStation 2,7.7,"Action, Simulation",N,2003,7,1
4982,Mediocre,Chariots of War,/games/chariots-of-war/pc-499149,PC,5.0,Strategy,N,2003,7,1
4983,Painful,Air Raid: This is Not a Drill,/games/air-raid-this-is-not-a-drill/pc-569588,PC,2.2,Shooter,N,2003,7,1
4984,Awful,Space Spyder,/games/space-spyder/cell-570211,Wireless,3.0,Action,N,2003,7,14
4985,Good,Smash Cars [2003],/games/rc-cars/ps2-486579,PlayStation 2,7.5,"Racing, Action",N,2003,8,22
4986,Great,Pokemon Pinball: Ruby & Sapphire,/games/pokemon-pinball-ruby-sapphire/gba-550431,Game Boy Advance,8.8,Pinball,Y,2003,8,21
4987,Great,Dance Nation: Ministry of Sound,/games/dance-nation-ministry-of-sound/cell-573412,Wireless,8.0,Music,Y,2003,8,21
4988,Amazing,Legacy Online,/games/legacy-online/pc-15140,PC,9.0,Strategy,Y,2003,8,20
4989,Amazing,Madden NFL 2004,/games/madden-nfl-2004/pc-552328,PC,9.3,Sports,Y,2003,8,20
4990,Good,Dark Fall: The Journal,/games/dark-fall-the-journal/pc-569366,PC,7.8,Adventure,N,2003,8,20
4991,Okay,Alter Echo,/games/alter-echo/ps2-481809,PlayStation 2,6.8,Action,N,2003,8,19
4992,Okay,Alter Echo,/games/alter-echo/xbox-481818,Xbox,6.8,Action,N,2003,8,19
4993,Bad,Buffy the Vampire Slayer: Wrath of the Darkhul King,/games/buffy-the-vampire-slayer-wrath-of-the-darkhul-king/gba-486898,Game Boy Advance,4.0,Action,N,2003,8,5
4994,Good,Freaky Flyers,/games/freaky-flyers/gcn-16977,GameCube,7.0,"Flight, Racing",N,2003,8,5
4995,Good,Freaky Flyers,/games/freaky-flyers/xbox-16981,Xbox,7.0,"Flight, Racing",N,2003,8,5
4996,Good,Freaky Flyers,/games/freaky-flyers/ps2-16972,PlayStation 2,7.0,"Flight, Racing",N,2003,8,5
4997,Awful,Butt-Ugly Martians: Zoom or Doom,/games/butt-ugly-martians-zoom-or-doom/gcn-492756,GameCube,3.8,"Racing, Action",N,2003,8,5
4998,Okay,Aliens vs. Predator: Extinction,/games/aliens-vs-predator-extinction/xbox-499547,Xbox,6.1,Strategy,N,2003,8,5
4999,Awful,Butt-Ugly Martians: Zoom or Doom,/games/butt-ugly-martians-zoom-or-doom/ps2-491535,PlayStation 2,3.8,"Racing, Action",N,2003,8,5
5000,Okay,Chaos Legion,/games/chaos-legion/ps2-490621,PlayStation 2,6.5,Action,N,2003,8,5
5001,Good,X-Men 2: Battle,/games/x-men-2-battle/cell-572390,Wireless,7.0,Fighting,N,2003,8,5
5002,Good,Monster Truck Madness,/games/monster-truck-madness/gba-483470,Game Boy Advance,7.5,Racing,N,2003,8,19
5003,Mediocre,Pirates of the Caribbean,/games/pirates-of-the-caribbean/cell-573224,Wireless,5.0,Adventure,N,2003,8,18
5004,Good,Madden NFL 2004,/games/madden-nfl-2004/gba-552311,Game Boy Advance,7.0,Sports,N,2003,8,15
5005,Okay,Big Mutha Truckers,/games/big-mutha-truckers/gcn-499323,GameCube,6.3,Racing,N,2003,8,14
5006,Awful,SX Superstar,/games/sx-superstar/gcn-498400,GameCube,3.6,Racing,N,2003,8,13
5007,Okay,The Italian Job,/games/the-italian-job/gcn-536052,GameCube,6.8,Racing,N,2003,8,13
5008,Good,Cartel Wars,/games/cartel-wars-139753/cell-572649,Wireless,7.5,Action,N,2003,8,5
5009,Great,Silent Hill 3,/games/silent-hill-3/ps2-482701,PlayStation 2,8.8,Adventure,Y,2003,8,5
5010,Great,River Raid,/games/river-raid/cell-572647,Wireless,8.0,Shooter,Y,2003,8,5
5011,Mediocre,The Great Escape,/games/the-great-escape/pc-566794,PC,5.0,"Action, Adventure",N,2003,8,4
5012,Great,Splashdown: Rides Gone Wild,/games/splashdown-rides-gone-wild/ps2-497832,PlayStation 2,8.9,"Racing, Action",Y,2003,8,4
5013,Mediocre,Shrek: Reekin' Havoc,/games/shrek-reekin-havoc/gba-566202,Game Boy Advance,5.9,Platformer,N,2003,8,4
5014,Good,Silent Line: Armored Core,/games/armored-core-silent-line-portable/ps2-492755,PlayStation 2,7.5,"Action, Simulation",N,2003,8,1
5015,Great,Stuntman,/games/stuntman/gba-550094,Game Boy Advance,8.5,"Racing, Action",Y,2003,8,1
5016,Okay,Futurama,/games/futurama/xbox-497143,Xbox,6.7,"Action, Adventure",N,2003,8,12
5017,Okay,Futurama,/games/futurama/ps2-15173,PlayStation 2,6.7,Action,N,2003,8,12
5018,Amazing,Madden NFL 2004,/games/madden-nfl-2004/xbox-494891,Xbox,9.4,Sports,Y,2003,8,11
5019,Amazing,Madden NFL 2004,/games/madden-nfl-2004/gcn-494892,GameCube,9.4,Sports,Y,2003,8,11
5020,Amazing,Madden NFL 2004,/games/madden-nfl-2004/ps2-494890,PlayStation 2,9.5,Sports,Y,2003,8,11
5021,Amazing,Romance of the Three Kingdoms VIII,/games/romance-of-the-three-kingdoms-viii/ps2-552124,PlayStation 2,9.0,Strategy,Y,2003,8,11
5022,Good,eJay Clubworld: The Music Making Experience,/games/ejay-clubworld-the-music-making-experience/ps2-567893,PlayStation 2,7.6,"Music, Editor",N,2003,8,1
5023,Good,Drome Racers,/games/drome-racers/gba-536100,Game Boy Advance,7.0,Racing,N,2003,7,30
5024,Okay,Aliens vs. Predator: Extinction,/games/aliens-vs-predator-extinction/ps2-499539,PlayStation 2,6.1,Strategy,N,2003,7,30
5025,Amazing,ESPN NFL Football,/games/espn-nfl-football/xbox-552378,Xbox,9.3,Sports,Y,2003,9,4
5026,Awful,Pro Cast Sports Fishing,/games/pro-cast-sports-fishing/xbox-566715,Xbox,3.1,Hunting,N,2003,9,4
5027,Mediocre,Rider X 3D,/games/rider-x-3d/cell-573994,Wireless,5.0,Sports,N,2003,9,3
5028,Great,RotoSphere,/games/rotosphere/cell-573987,Wireless,8.5,Puzzle,Y,2003,9,3
5029,Great,MLB Slam!,/games/mlb-slam/cell-573991,Wireless,8.5,Sports,Y,2003,9,3
5030,Good,Disney's Extreme Skate Adventure,/games/disneys-extreme-skate-adventure/ps2-499466,PlayStation 2,7.8,Sports,N,2003,9,3
5031,Good,Disney's Extreme Skate Adventure,/games/disneys-extreme-skate-adventure/gcn-498857,GameCube,7.8,Sports,N,2003,9,3
5032,Good,Republic: The Revolution,/games/republic-the-revolution/pc-13413,PC,7.2,Strategy,N,2003,9,2
5033,Good,Freekstyle,/games/freekstyle/gba-551995,Game Boy Advance,7.8,Racing,N,2003,9,2
5034,Amazing,Tony Hawk's Pro Skater 4,/games/tony-hawks-pro-skater-4/pc-549908,PC,9.2,Sports,Y,2003,8,29
5035,Good,World War II: Frontline Command,/games/world-war-ii-frontline-command-142201/pc-17292,PC,7.0,Strategy,N,2003,8,29
5036,Good,NFL Fever 2004,/games/microsoft-nfl-fever-2004/xbox-564128,Xbox,7.5,Sports,N,2003,8,29
5037,Good,Buffy the Vampire Slayer: Chaos Bleeds,/games/buffy-the-vampire-slayer-chaos-bleeds/ps2-552246,PlayStation 2,7.7,Action,N,2003,8,28
5038,Good,Buffy the Vampire Slayer: Chaos Bleeds,/games/buffy-the-vampire-slayer-chaos-bleeds/xbox-545956,Xbox,7.7,Action,N,2003,8,28
5039,Good,Buffy the Vampire Slayer: Chaos Bleeds,/games/buffy-the-vampire-slayer-chaos-bleeds/gcn-552249,GameCube,7.7,Action,N,2003,8,28
5040,Great,Mortal Kombat: Tournament Edition,/games/mortal-kombat-tournament-edition/gba-536084,Game Boy Advance,8.5,Fighting,Y,2003,8,28
5041,Great,NFL GameDay 2004,/games/nfl-gameday-2004/ps2-549989,PlayStation 2,8.0,Sports,N,2003,8,27
5042,Amazing,Soulcalibur II,/games/soulcalibur-2/xbox-16894,Xbox,9.2,Fighting,Y,2003,8,26
5043,Amazing,Disgaea: Hour of Darkness,/games/disgaea-1/ps2-535848,PlayStation 2,9.2,"Strategy, RPG",Y,2003,8,26
5044,Great,Bombastic,/games/bombastic/ps2-545883,PlayStation 2,8.5,Puzzle,Y,2003,8,26
5045,Amazing,Soulcalibur II,/games/soulcalibur-2/gcn-16888,GameCube,9.2,Fighting,Y,2003,8,26
5046,Amazing,Soulcalibur II,/games/soulcalibur-2/ps2-16958,PlayStation 2,9.2,Fighting,Y,2003,8,26
5047,Good,Cali Surf,/games/cali-surf/cell-573625,Wireless,7.5,Sports,N,2003,8,26
5048,Good,Cabela's Deer Hunt: 2004 Season,/games/cabelas-deer-hunt-2004-season/ps2-567518,PlayStation 2,7.4,Hunting,N,2003,8,26
5049,Good,The Italian Job,/games/the-italian-job/cell-573627,Wireless,7.5,Racing,N,2003,8,26
5050,Okay,JAMDAT Casino,/games/jamdat-casino/cell-606387,Wireless,6.0,Casino,N,2003,9,26
5051,Great,EverQuest: Lost Dungeons of Norrath,/games/everquest-lost-dungeons-of-norrath/pc-568596,PC,8.5,RPG,Y,2003,9,25
5052,Bad,Disney's Party,/games/disneys-party/gba-571543,Game Boy Advance,4.0,Party,N,2003,9,25
5053,Great,NHL Hitz: Pro,/games/nhl-hitz-pro/xbox-545762,Xbox,8.6,"Sports, Action",Y,2003,9,24
5054,Great,NHL 2004,/games/nhl-2004/ps2-566337,PlayStation 2,8.8,Sports,Y,2003,9,24
5055,Amazing,Command & Conquer Generals Zero Hour,/games/command-and-conquer-generals-zero-hour/pc-569778,PC,9.0,Strategy,Y,2003,9,24
5056,Bad,Heaven & Hell,/games/heaven-hell/pc-498885,PC,4.3,Strategy,N,2003,9,24
5057,Great,NHL Hitz Pro,/games/nhl-hitz-pro/ps2-545760,PlayStation 2,8.6,"Sports, Action",Y,2003,9,24
5058,Good,Blackthorne,/games/blackthorne/gba-491528,Game Boy Advance,7.5,Action,N,2003,9,24
5059,Great,NHL Hitz Pro,/games/nhl-hitz-pro/gcn-536046,GameCube,8.6,"Sports, Action",Y,2003,9,24
5060,Good,Voodoo Vince,/games/voodoo-vince/xbox-550425,Xbox,7.6,Platformer,N,2003,9,23
5061,Good,Road Rash: Jailbreak,/games/road-rash-jailbreak/gba-552010,Game Boy Advance,7.9,"Racing, Action",N,2003,9,23
5062,Great,Boktai,/games/boktai/gba-496285,Game Boy Advance,8.5,"Action, Adventure",Y,2003,9,15
5063,Great,Star Wars Jedi Knight: Jedi Academy,/games/star-wars-jedi-knight-jedi-academy/pc-498701,PC,8.8,Shooter,Y,2003,9,15
5064,Mediocre,Starsky & Hutch,/games/starsky-hutch/xbox-482226,Xbox,5.4,"Racing, Action",N,2003,9,12
5065,Great,Banjo-Kazooie: Grunty's Revenge,/games/banjo-kazooie-gruntys-revenge/gba-16484,Game Boy Advance,8.0,Platformer,N,2003,9,12
5066,Great,Savage: The Battle for Newerth,/games/savage-the-battle-for-newerth/pc-481954,PC,8.7,Strategy,Y,2003,9,12
5067,Awful,Mistmare,/games/mistmare/pc-486529,PC,3.0,Adventure,N,2003,9,23
5068,Great,Emergency Fire Response,/games/emergency-fire-response/pc-488587,PC,8.4,Strategy,N,2003,9,23
5069,Okay,AquaNox 2: Revelation,/games/aquanox-2-revelation/pc-486764,PC,6.0,Shooter,N,2003,9,23
5070,Great,NHL 2004,/games/nhl-2004/gcn-571785,GameCube,8.8,Sports,Y,2003,9,23
5071,Great,Dynasty Tactics 2,/games/dynasty-tactics-2/ps2-497157,PlayStation 2,8.3,Strategy,N,2003,9,23
5072,Okay,Tom Clancy's Rainbow Six: Broken Wing,/games/tom-clancys-rainbow-six-broken-wing/cell-606068,Wireless,6.5,Action,N,2003,9,23
5073,Great,NHL 2004,/games/nhl-2004/xbox-566351,Xbox,8.8,Sports,Y,2003,9,23
5074,Okay,"The Adventures of Jimmy Neutron, Boy Genius: Jet Fusion",/games/the-adventures-of-jimmy-neutron-boy-genius-jet-fusion/gcn-571801,GameCube,6.1,Platformer,N,2003,9,22
5075,Great,NASCAR Thunder 2004,/games/nascar-thunder-2004/ps2-566341,PlayStation 2,8.8,Racing,Y,2003,9,22
5076,Mediocre,Shining Soul,/games/shining-soul/gba-17159,Game Boy Advance,5.5,"Action, RPG",N,2003,9,22
5077,Amazing,Tiger Woods PGA Tour 2004,/games/tiger-woods-pga-tour-2004/xbox-566350,Xbox,9.0,Sports,Y,2003,9,22
5078,Great,Freedom Fighters,/games/freedom-fighters/gcn-570740,GameCube,8.4,"Action, Adventure",Y,2003,9,22
5079,Great,Freedom Fighters,/games/freedom-fighters/ps2-482689,PlayStation 2,8.4,"Action, Adventure",Y,2003,9,22
5080,Good,Robin Hood: Defender of the Crown,/games/robin-hood-defender-of-the-crown/xbox-15644,Xbox,7.1,Strategy,N,2003,10,7
5081,Okay,Pandemonium,/games/magical-hoppers/nng-567021,N-Gage,6.6,Platformer,N,2003,10,7
5082,Okay,Wallace & Gromit in Project Zoo,/games/wallace-gromit-in-project-zoo/ps2-496631,PlayStation 2,6.7,Action,N,2003,10,7
5083,Good,Robin Hood: Defender of the Crown,/games/robin-hood-defender-of-the-crown/ps2-15643,PlayStation 2,7.1,Strategy,N,2003,10,7
5084,Okay,Wallace & Gromit in Project Zoo,/games/wallace-gromit-in-project-zoo/xbox-496620,Xbox,6.7,Action,N,2003,10,7
5085,Painful,Centipede,/games/centipede/cell-608275,Wireless,2.0,Shooter,N,2003,10,6
5086,Good,RoadKill,/games/roadkill/ps2-550518,PlayStation 2,7.7,"Racing, Action",N,2003,10,14
5087,Amazing,Super Mario Advance 4: Super Mario Bros. 3,/games/super-mario-bros-3/gba-497892,Game Boy Advance,9.5,Platformer,Y,2003,10,14
5088,Great,NBA Live 2004,/games/nba-live-2004/ps2-566338,PlayStation 2,8.8,Sports,Y,2003,10,14
5089,Okay,Mega Man X7,/games/mega-man-x7/ps2-482308,PlayStation 2,6.7,Action,N,2003,10,14
5090,Good,RoadKill,/games/roadkill/xbox-550515,Xbox,7.7,Racing,N,2003,10,14
5091,Mediocre,Spirits & Spells,/games/spirits-spells/gcn-482848,GameCube,5.0,Platformer,N,2003,10,14
5092,Good,XGRA: Extreme-G Racing Association,/games/xgra-extreme-g-racing-association/ps2-498426,PlayStation 2,7.5,Racing,N,2003,9,11
5093,Good,Ghost Master: The Gravenville Chronicles,/games/ghost-master-collectors-edition/pc-482054,PC,7.0,Strategy,N,2003,9,11
5094,Good,Lethal Skies II,/games/lethal-skies-ii/ps2-567018,PlayStation 2,7.7,"Flight, Action",N,2003,9,11
5095,Great,Dynasty Warriors 4,/games/dynasty-warriors-4/xbox-567911,Xbox,8.5,Action,Y,2003,9,10
5096,Great,Battlefield 1942: Secret Weapons of World War II,/games/battlefield-1942-secret-weapons-of-world-war-ii/pc-546092,PC,8.8,Shooter,Y,2003,9,10
5097,Mediocre,P.N.03,/games/pn03-139561/gcn-495499,GameCube,5.3,Shooter,N,2003,9,9
5098,Amazing,ESPN NHL Hockey,/games/espn-nhl-hockey/ps2-552388,PlayStation 2,9.3,Sports,Y,2003,9,9
5099,Good,Disney's Extreme Skate Adventure,/games/disneys-extreme-skate-adventure/gba-545985,Game Boy Advance,7.5,Sports,N,2003,9,9
5100,Amazing,Tiger Woods PGA Tour 2004,/games/tiger-woods-pga-tour-2004/pc-566348,PC,9.0,Sports,Y,2003,9,23
5101,Great,NASCAR Thunder 2004,/games/nascar-thunder-2004/xbox-566354,Xbox,8.5,Racing,Y,2003,9,22
5102,Mediocre,Rebels: Prison Escape,/games/rebels-prison-escape/pc-605988,PC,5.5,"Action, Adventure",N,2003,9,22
5103,Good,Dungeons & Dragons: The Temple of Elemental Evil -- A Classic Greyhawk Adventure,/games/dungeons-dragons-the-temple-of-elemental-evil-a-classic-greyhawk-adventure/pc-497967,PC,7.5,RPG,N,2003,9,22
5104,Amazing,Tiger Woods PGA Tour 2004,/games/tiger-woods-pga-tour-2004/gcn-536025,GameCube,9.0,Sports,Y,2003,9,22
5105,Good,XGRA: Extreme-G Racing Association,/games/xgra-extreme-g-racing-association/xbox-498517,Xbox,7.5,Racing,N,2003,9,22
5106,Amazing,Tiger Woods PGA Tour 2004,/games/tiger-woods-pga-tour-2004/ps2-536073,PlayStation 2,9.1,Sports,Y,2003,9,22
5107,Great,Freedom Fighters,/games/freedom-fighters/xbox-482045,Xbox,8.4,"Action, Adventure",Y,2003,9,22
5108,Great,SimCity 4: Rush Hour,/games/simcity-4-deluxe-edition/pc-566222,PC,8.0,Simulation,N,2003,9,22
5109,Okay,"The Adventures of Jimmy Neutron, Boy Genius: Jet Fusion",/games/the-adventures-of-jimmy-neutron-boy-genius-jet-fusion/ps2-568665,PlayStation 2,6.1,Platformer,N,2003,9,22
5110,Great,Medal of Honor: Allied Assault Breakthrough,/games/medal-of-honor-allied-assault-breakthrough/pc-552150,PC,8.2,Shooter,N,2003,9,19
5111,Great,Dungeons & Dragons: Heroes,/games/dungeons-dragons-heroes/xbox-481946,Xbox,8.3,"Action, RPG",N,2003,9,19
5112,Good,Billy Hatcher and the Giant Egg,/games/billy-hatcher-and-the-giant-egg/gcn-550281,GameCube,7.7,Platformer,N,2003,9,19
5113,Painful,Combat Jet Attack,/games/combat-jet-attack/cell-605687,Wireless,2.0,Shooter,N,2003,9,18
5114,Mediocre,Scooby-Doo: Mystery Mayhem,/games/scooby-doo-mystery-mayhem-564136/gba-564136,Game Boy Advance,5.0,Action,N,2003,10,6
5115,Okay,Wallace & Gromit in Project Zoo,/games/wallace-gromit-in-project-zoo/gcn-549957,GameCube,6.7,Action,N,2003,10,6
5116,Good,Chaser,/games/chaser/pc-17007,PC,7.5,Shooter,N,2003,10,6
5117,Great,FOX Sports Football '04,/games/fox-sports-football-04/cell-608176,Wireless,8.0,Sports,Y,2003,10,4
5118,Amazing,Viewtiful Joe,/games/viewtiful-joe/gcn-495479,GameCube,9.5,"Fighting, Action",Y,2003,10,3
5119,Good,Tomb Raider Starring Lara Croft,/games/tomb-raider-featuring-lara-croft/nng-573370,N-Gage,7.0,"Action, Adventure",N,2003,10,3
5120,Awful,Aquaman: Battle for Atlantis,/games/aquaman-battle-for-atlantis/gcn-17141,GameCube,3.0,Action,N,2003,10,2
5121,Good,NBA Jam [2003],/games/nba-jam-2003/ps2-482305,PlayStation 2,7.0,"Sports, Action",N,2003,10,2
5122,Mediocre,Disney's Party,/games/disneys-party/gcn-481904,GameCube,5.2,Party,N,2003,10,2
5123,Good,American Conquest: Fight Back,/games/american-conquest-fight-back/pc-567317,PC,7.8,Strategy,N,2003,10,14
5124,Great,NBA Live 2004,/games/nba-live-2004/gcn-566344,GameCube,8.7,Sports,N,2003,10,14
5125,Mediocre,DemiKids: Dark Version,/games/demikids-dark-version/gba-573003,Game Boy Advance,5.5,RPG,N,2003,10,13
5126,Great,Tak and the Power of Juju,/games/tak-and-the-power-of-juju/gcn-477284,GameCube,8.2,"Action, Adventure",N,2003,10,13
5127,Mediocre,DemiKids: Light Version,/games/demikids-dark-version/gba-573004,Game Boy Advance,5.5,RPG,N,2003,10,13
5128,Good,UFO: Aftermath,/games/the-dreamland-chronicles-freedom-ridge/pc-14775,PC,7.5,Strategy,N,2003,10,13
5129,Mediocre,Kirby Air Ride,/games/kirby-air-ride/gcn-499716,GameCube,5.2,"Racing, Action",N,2003,10,13
5130,Mediocre,"The Adventures of Jimmy Neutron, Boy Genius: Jet Fusion",/games/the-adventures-of-jimmy-neutron-boy-genius-jet-fusion-880262/gba-573020,Game Boy Advance,5.5,Action,N,2003,10,10
5131,Great,JAMDAT Racing,/games/jamdat-racing/cell-574462,Wireless,8.0,Racing,Y,2003,9,9
5132,Bad,IHRA Drag Racing Multiplayer,/games/ihra-drag-racing-multiplayer-142885/cell-574458,Wireless,4.0,Racing,N,2003,9,9
5133,Mediocre,CyRace 2,/games/cyrace-2/cell-574460,Wireless,5.0,Racing,N,2003,9,9
5134,Great,.hack//OUTBREAK (Part 3),/games/hackoutbreak-part-3/ps2-499464,PlayStation 2,8.4,"Action, RPG",N,2003,9,9
5135,Amazing,ESPN NHL Hockey,/games/espn-nhl-hockey/xbox-552376,Xbox,9.3,Sports,Y,2003,9,9
5136,Great,WWE WrestleMania XIX,/games/wwe-wrestlemania-xix/gcn-545957,GameCube,8.0,Wrestling,N,2003,9,9
5137,Mediocre,Starsky & Hutch,/games/starsky-hutch/ps2-16352,PlayStation 2,5.5,"Racing, Action",N,2003,9,9
5138,Okay,State of Emergency,/games/state-of-emergency-1/pc-498684,PC,6.6,Action,N,2003,9,8
5139,Great,Hunter: The Reckoning Wayward,/games/hunter-the-reckoning-wayward/ps2-498059,PlayStation 2,8.2,Action,N,2003,9,8
5140,Okay,Gothic Graveyard,/games/gothic-graveyard/cell-605690,Wireless,6.5,Action,N,2003,9,18
5141,Great,Anarchy Online: Shadowlands,/games/anarchy-online-shadowlands/pc-481436,PC,8.8,RPG,Y,2003,9,18
5142,Great,NASCAR Thunder 2004,/games/nascar-thunder-2004/pc-566153,PC,8.5,Racing,N,2003,9,17
5143,Good,Rugby 2004,/games/rugby-2004/ps2-567027,PlayStation 2,7.3,Sports,N,2003,9,17
5144,Great,The Simpsons: Hit & Run,/games/the-simpsons-hit-run/ps2-552251,PlayStation 2,8.0,"Action, Adventure",N,2003,9,16
5145,Okay,Dino Crisis 3,/games/dino-crisis-3/xbox-482250,Xbox,6.0,"Action, Adventure",N,2003,9,16
5146,Amazing,Homeworld 2,/games/homeworld-2/pc-16221,PC,9.0,Strategy,Y,2003,9,16
5147,Great,The Simpsons: Hit & Run,/games/the-simpsons-hit-run/xbox-552235,Xbox,8.0,"Action, Adventure",N,2003,9,16
5148,Amazing,WWE Raw 2,/games/wwe-raw-2/xbox-482223,Xbox,9.1,Wrestling,Y,2003,9,16
5149,Good,NBA Jam [2003],/games/nba-jam-2003/xbox-498520,Xbox,7.0,"Sports, Action",N,2003,10,2
5150,Good,Neighbors from Hell,/games/neighbors-from-hell/pc-536108,PC,7.0,Puzzle,N,2003,10,1
5151,Okay,Drome Racers,/games/drome-racers/gcn-482036,GameCube,6.1,Racing,N,2003,10,1
5152,Great,Etherlords II,/games/etherlords-ii/pc-482642,PC,8.0,Strategy,N,2003,9,30
5153,Great,Freedom Fighters,/games/freedom-fighters/pc-482047,PC,8.4,"Action, Adventure",Y,2003,9,30
5154,Great,Age of Mythology: The Titans,/games/age-of-mythology-the-titans/pc-550226,PC,8.9,Strategy,Y,2003,9,29
5155,Bad,Oddworld: Munch's Oddysee,/games/oddworld-munchs-oddysee/gba-483469,Game Boy Advance,4.0,Platformer,N,2003,9,29
5156,Amazing,Jak II,/games/jak-ii/ps2-535876,PlayStation 2,9.5,Platformer,Y,2003,10,9
5157,Okay,Once Upon a Knight,/games/knight-shift-directors-cut/pc-17507,PC,6.9,Strategy,N,2003,10,9
5158,Okay,Super Monkey Ball,/games/super-monkey-ball/nng-573368,N-Gage,6.6,"Puzzle, Action",N,2003,10,8
5159,Mediocre,Puyo Pop,/games/puyo-pop/nng-573363,N-Gage,5.0,Puzzle,N,2003,10,8
5160,Okay,Sonic N,/games/sonic-the-hedgehog-1/nng-573371,N-Gage,6.0,Platformer,N,2003,10,8
5161,Okay,Backyard Wrestling: Don't Try This At Home,/games/backyard-wrestling-dont-try-this-at-home/xbox-499387,Xbox,6.5,Wrestling,N,2003,10,8
5162,Okay,Backyard Wrestling: Don't Try This at Home,/games/backyard-wrestling-dont-try-this-at-home/ps2-499362,PlayStation 2,6.5,Wrestling,N,2003,10,8
5163,Good,Conflict: Desert Storm II: Back to Baghdad,/games/conflict-desert-storm-ii-back-to-baghdad/xbox-566936,Xbox,7.9,Shooter,N,2003,10,8
5164,Good,Conflict: Desert Storm II: Back to Baghdad,/games/conflict-desert-storm-ii-back-to-baghdad/ps2-566921,PlayStation 2,7.9,Action,N,2003,10,8
5165,Great,Hoyle Majestic Chess,/games/hoyle-majestic-chess/pc-552254,PC,8.5,Board,Y,2003,9,8
5166,Amazing,Final Fantasy Tactics Advance,/games/final-fantasy-tactics-advance/gba-480116,Game Boy Advance,9.0,"Strategy, RPG",Y,2003,9,5
5167,Amazing,ESPN NFL Football,/games/espn-nfl-football/ps2-552386,PlayStation 2,9.3,Sports,Y,2003,9,4
5168,Great,The Simpsons: Hit & Run,/games/the-simpsons-hit-run/gcn-552250,GameCube,8.0,"Action, Adventure",N,2003,9,16
5169,Good,Cold Zero,/games/cold-zero/pc-491941,PC,7.0,Action,N,2003,9,15
5170,Great,Halo: Combat Evolved,/games/halo-combat-evolved/pc-12289,PC,8.2,Shooter,N,2003,9,27
5171,Awful,Wild West Blackjack,/games/wild-west-blackjack/cell-606384,Wireless,3.0,Casino,N,2003,9,26
5172,Great,NHL 2004,/games/nhl-2004/pc-566346,PC,8.8,Sports,Y,2003,9,26
5173,Painful,Puzzle Bobble VS,/games/puzzle-bobble-vs/nng-573364,N-Gage,2.2,Puzzle,N,2003,10,8
5174,Great,DDRMAX2: Dance Dance Revolution,/games/ddrmax2-dance-dance-revolution/ps2-498353,PlayStation 2,8.5,Music,Y,2003,10,7
5175,Good,Space Colony,/games/space-colony/pc-566152,PC,7.5,Simulation,N,2003,10,20
5176,Great,The History Channel: WWII Battle of Britain 1940,/games/the-history-channel-wwii-battle-of-britain-1940/pc-606666,PC,8.3,"Action, Simulation",N,2003,10,20
5177,Okay,Dragon Ball Z Budokai,/games/dragon-ball-z-budokai/gcn-498846,GameCube,6.4,Fighting,N,2003,10,20
5178,Okay,Who Wants To Be A Millionaire? Mobile Edition,/games/who-wants-to-be-a-millionaire-mobile-edition/cell-609957,Wireless,6.2,Trivia,N,2003,10,20
5179,Amazing,Crimson Skies: High Road to Revenge,/games/crimson-skies-high-road-to-revenge/xbox-479671,Xbox,9.1,"Flight, Action",Y,2003,10,20
5180,Amazing,Castlevania: Lament of Innocence,/games/castlevania-lament-of-innocence/ps2-499657,PlayStation 2,9.0,"Action, Adventure",Y,2003,10,20
